index,Formula,Phase,state,batch
2313,B13C10Ni77,CRA,No Procesado,4
2314,B13C12Ni75,CRA,No Procesado,6
2315,B13C7Fe80,RMG,No Procesado,15
2316,B13Co71Zr16,RMG,No Procesado,2
2317,B13Cu0.5Fe86.5,RMG,No Procesado,17
2318,B13Fe72Zr15,RMG,No Procesado,19
2319,B13Fe75Si12,RMG,No Procesado,16
2320,B13Fe75Zr12,RMG,No Procesado,15
2321,B13Fe77P10,RMG,No Procesado,7
2322,B13Fe79P8,RMG,No Procesado,17
2323,B13Fe80P7,RMG,No Procesado,7
2324,B13Fe82Si5,RMG,No Procesado,3
2325,B13Fe82Zr5,RMG,No Procesado,12
2326,B13Fe83Si4,RMG,No Procesado,10
2327,B13Fe84Si3,RMG,No Procesado,1
2328,B13Fe85Si2,CRA,No Procesado,16
2329,B13Ni69Si18,CRA,No Procesado,15
2330,B13Ni72Si15,RMG,No Procesado,19
2331,B14.25Co80.75V5,RMG,No Procesado,19
2332,B14.4Cr6.6Fe79,RMG,No Procesado,18
2333,B14.5Fe78Si7.5,RMG,No Procesado,6
2334,B14.5Fe81.5Si4,RMG,No Procesado,18
2335,B14.75Co70.5Si14.75,RMG,No Procesado,20
2336,B14.8Ni81.5P3.7,RMG,No Procesado,16
2337,B14C16Ni70,CRA,No Procesado,4
2338,B14C20Ni66,CRA,No Procesado,2
2339,B14C2Ni84,CRA,No Procesado,8
2340,B14C3Fe83,RMG,No Procesado,19
2341,B14C5Fe81,RMG,No Procesado,1
2342,B14C5Ni81,RMG,No Procesado,14
2343,B14C7Fe79,RMG,No Procesado,6
2344,B14Co80Si6,RMG,No Procesado,2
2345,B14Co82Si4,CRA,No Procesado,1
2346,B14Cr10Fe76,RMG,No Procesado,13
2347,B14Cr14Fe72,RMG,No Procesado,6
2348,B14Cr15Fe71,RMG,No Procesado,7
2349,B14Cr20Fe66,RMG,No Procesado,14
2350,B14Cr24Fe62,RMG,No Procesado,14
2351,B14Cr26Fe60,RMG,No Procesado,12
2352,B14Cr5Fe81,RMG,No Procesado,7
2353,B14Cr7Fe79,RMG,No Procesado,18
2354,B14Cu0.5Fe85.5,RMG,No Procesado,8
2355,B14Cu10Fe76,CRA,No Procesado,17
2356,B14Cu15Fe71,CRA,No Procesado,10
2357,B14Cu1Fe85,CRA,No Procesado,11
2358,B14Cu20Fe66,CRA,No Procesado,20
2359,B14Cu3Fe83,CRA,No Procesado,5
2360,B14Cu5Fe81,CRA,No Procesado,10
2361,B14Fe20Mn66,RMG,No Procesado,13
2362,B14Fe43Ni43,RMG,No Procesado,9
2363,B14Fe61Ni25,RMG,No Procesado,14
2364,B14Fe66Mo20,RMG,No Procesado,14
2365,B14Fe66Ni20,RMG,No Procesado,6
2366,B14Fe71Mn15,RMG,No Procesado,16
2367,B14Fe71Mo15,RMG,No Procesado,10
2368,B14Fe71Ni15,RMG,No Procesado,10
2369,B14Fe71V15,RMG,No Procesado,19
2370,B14Fe74Mo12,RMG,No Procesado,3
2371,B14Fe76Mn10,RMG,No Procesado,15
2372,B14Fe76Mo10,RMG,No Procesado,2
2373,B14Fe76Ni10,RMG,No Procesado,8
2374,B14Fe76V10,RMG,No Procesado,3
2375,B14Fe78Mo8,RMG,No Procesado,12
2376,B14Fe78Si8,RMG,No Procesado,12
2377,B14Fe78Zr8,RMG,No Procesado,10
2378,B14Fe79P7,RMG,No Procesado,13
2379,B14Fe79Si7,RMG,No Procesado,19
2380,B14Fe79V7,RMG,No Procesado,16
2381,B14Fe79W7,RMG,No Procesado,4
2382,B14Fe80P6,RMG,No Procesado,17
2383,B14Fe80Zr6,RMG,No Procesado,7
2384,B14Fe81Mn5,RMG,No Procesado,9
2385,B14Fe81Mo5,RMG,No Procesado,2
2386,B14Fe81Ni5,RMG,No Procesado,9
2387,B14Fe81P5,RMG,No Procesado,15
2388,B14Fe81V5,RMG,No Procesado,20
2389,B14Fe82Si4,RMG,No Procesado,9
2390,B14Fe83Mn3,RMG,No Procesado,11
2391,B14Fe83Ni3,RMG,No Procesado,20
2392,B14Fe83P3,RMG,No Procesado,3
2393,B14Fe83Si3,RMG,No Procesado,3
2394,B14Fe84Si2,RMG,No Procesado,16
2395,B14Fe85Mn1,RMG,No Procesado,10
2396,B14Fe85Ni1,RMG,No Procesado,12
2397,B14Ni70Si16,RMG,No Procesado,3
2398,B14Ni72Si14,RMG,No Procesado,14
2399,B14Ni76Si10,RMG,No Procesado,1
2400,B14Ni78Si8,RMG,No Procesado,6
2401,B14Ni80Si6,CRA,No Procesado,13
2402,B15C12Ni73,CRA,No Procesado,9
2403,B15C5Fe80,RMG,No Procesado,17
2404,B15Co65Si20,CRA,No Procesado,6
2405,B15Co70Si15,RMG,No Procesado,13
2406,B15Co72.5Si12.5,RMG,No Procesado,4
2407,B15Co75Si10,RMG,No Procesado,19
2408,B15Co77.5Si7.5,RMG,No Procesado,7
2409,B15Co80Si5,RMG,No Procesado,17
2410,B15Cr10Fe75,RMG,No Procesado,7
2411,B15Cr11Fe74,RMG,No Procesado,3
2412,B15Cr12Fe73,RMG,No Procesado,11
2413,B15Cr15Fe70,RMG,No Procesado,5
2414,B15Cr2.5Fe82.5,RMG,No Procesado,3
2415,B15Cr20Fe65,RMG,No Procesado,11
2416,B15Cr25Fe60,RMG,No Procesado,19
2417,B15Cr30Fe55,RMG,No Procesado,11
2418,B15Cr4Fe81,RMG,No Procesado,17
2419,B15Cr5Fe80,RMG,No Procesado,11
2420,B15Cr7Fe78,RMG,No Procesado,10
2421,B15Cr9Fe76,RMG,No Procesado,13
2422,B15Fe67.5Si17.5,RMG,No Procesado,16
2423,B15Fe70Si15,RMG,No Procesado,20
2424,B15Fe72.5Si12.5,RMG,No Procesado,2
2425,B15Fe72Si13,RMG,No Procesado,4
2426,B15Fe74.5Si10.5,RMG,No Procesado,16
2427,B15Fe75.3Si9.7,RMG,No Procesado,7
2428,B15Fe75Si10,RMG,No Procesado,7
2429,B15Fe75Zr10,RMG,No Procesado,16
2430,B15Fe77.5Si7.5,RMG,No Procesado,4
2431,B15Fe77P8,RMG,No Procesado,1
2432,B15Fe78Si7,RMG,No Procesado,5
2433,B15Fe78Zr7,RMG,No Procesado,6
2434,B15Fe79P6,RMG,No Procesado,7
2435,B15Fe79Zr6,RMG,No Procesado,10
2436,B15Fe80Ge5,RMG,No Procesado,18
2437,B15Fe80P5,RMG,No Procesado,14
2438,B15Fe80Si5,RMG,No Procesado,16
2439,B15Fe80Zr5,RMG,No Procesado,19
2440,B15Fe81Si4,RMG,No Procesado,9
2441,B15Fe82Nd3,RMG,No Procesado,7
2442,B15Fe82Si3,RMG,No Procesado,11
2443,B15Fe82Zr3,RMG,No Procesado,18
2444,B15Fe83Si2,RMG,No Procesado,18
2445,B15Fe83Zr2,RMG,No Procesado,16
2446,B15Fe84Si1,RMG,No Procesado,10
2447,B15Mo65Si20,CRA,No Procesado,1
2448,B15Mo70Si15,RMG,No Procesado,6
2449,B15Mo75Si10,RMG,No Procesado,10
2450,B15Mo80Si5,CRA,No Procesado,4
2451,B15Ni75Si10,RMG,No Procesado,10
2452,B16.5Fe61.5Ni22,RMG,No Procesado,8
2453,B16.5Fe82Sn1.5,RMG,No Procesado,6
2454,B16.7Ni81.5P1.8,RMG,No Procesado,18
2455,B16C10Ni74,RMG,No Procesado,5
2456,B16C12Co72,RMG,No Procesado,9
2457,B16C16Co68,CRA,No Procesado,18
2458,B16C20Co64,CRA,No Procesado,6
2459,B16C2Ni82,RMG,No Procesado,5
2460,B16C3Fe81,RMG,No Procesado,13
2461,B16C4Co80,RMG,No Procesado,1
2462,B16C4Fe80,RMG,No Procesado,10
2463,B16C4Ni80,RMG,No Procesado,15
2464,B16C6Ni78,RMG,No Procesado,5
2465,B16C8Co76,RMG,No Procesado,3
2466,B16C8Ni76,RMG,No Procesado,20
2467,B16Co17Mn67,RMG,No Procesado,17
2468,B16Co20Mn64,RMG,No Procesado,12
2469,B16Co21Mn63,RMG,No Procesado,15
2470,B16Co24.5Mn59.5,RMG,No Procesado,1
2471,B16Co25Mn59,RMG,No Procesado,17
2472,B16Co27Mn57,RMG,No Procesado,15
2473,B16Co33Mn51,RMG,No Procesado,10
2474,B16Co35Mn49,RMG,No Procesado,18
2475,B16Co42Mn42,RMG,No Procesado,19
2476,B16Co43.5Mn40.5,RMG,No Procesado,16
2477,B16Co49Mn35,RMG,No Procesado,7
2478,B16Co50.4Mn33.6,RMG,No Procesado,7
2479,B16Co50.5Mn33.5,RMG,No Procesado,9
2480,B16Co50Mn34,RMG,No Procesado,9
2481,B16Co54.5Mn29.5,RMG,No Procesado,17
2482,B16Co58.8Mn25.2,RMG,No Procesado,3
2483,B16Co59Mn25,RMG,No Procesado,9
2484,B16Co65.5Mn18.5,RMG,No Procesado,2
2485,B16Co65Mn19,RMG,No Procesado,12
2486,B16Co67.2Mn16.8,RMG,No Procesado,2
2487,B16Co67Mn17,RMG,No Procesado,10
2488,B16Co68Si16,RMG,No Procesado,7
2489,B16Co68Zr16,RMG,No Procesado,17
2490,B16Co74Zr10,RMG,No Procesado,10
2491,B16Co75.6Mn8.4,RMG,No Procesado,10
2492,B16Co75Mn9,RMG,No Procesado,8
2493,B16Co76Mn8,RMG,No Procesado,14
2494,B16Cr10Fe74,RMG,No Procesado,10
2495,B16Cr14Fe70,RMG,No Procesado,16
2496,B16Cr20Fe64,RMG,No Procesado,12
2497,B16Cr5Fe79,RMG,No Procesado,1
2498,B16Cr7Fe77,RMG,No Procesado,11
2499,B16Cu0.5Fe83.5,RMG,No Procesado,14
2500,B16Cu10Fe74,CRA,No Procesado,10
2501,B16Cu15Fe69,CRA,No Procesado,9
2502,B16Cu1Fe83,CRA,No Procesado,3
2503,B16Cu20Fe64,CRA,No Procesado,4
2504,B16Cu3Fe81,CRA,No Procesado,10
2505,B16Cu5Fe79,CRA,No Procesado,3
2506,B16Fe25Ni59,RMG,No Procesado,16
2507,B16Fe33.5Ni50.5,RMG,No Procesado,10
2508,B16Fe33.6Nd50.4,RMG,No Procesado,17
2509,B16Fe42Nd42,RMG,No Procesado,1
2510,B16Fe42Ni42,RMG,No Procesado,8
2511,B16Fe50.4Nd33.6,RMG,No Procesado,13
2512,B16Fe56.3Nd27.7,RMG,No Procesado,1
2513,B16Fe59Ni25,RMG,No Procesado,20
2514,B16Fe64Mo20,RMG,No Procesado,13
2515,B16Fe64Ni20,RMG,No Procesado,10
2516,B16Fe67.2Nd16.8,RMG,No Procesado,4
2517,B16Fe69Mo15,RMG,No Procesado,13
2518,B16Fe69Ni15,RMG,No Procesado,8
2519,B16Fe69V15,RMG,No Procesado,10
2520,B16Fe74.8Nd9.2,RMG,No Procesado,7
2521,B16Fe74Mn10,RMG,No Procesado,19
2522,B16Fe74Ni10,RMG,No Procesado,17
2523,B16Fe74Si10,RMG,No Procesado,20
2524,B16Fe74V10,RMG,No Procesado,15
2525,B16Fe76Ho8,RMG,No Procesado,1
2526,B16Fe76Mo8,RMG,No Procesado,9
2527,B16Fe77Hf7,RMG,No Procesado,11
2528,B16Fe77Nb7,RMG,No Procesado,6
2529,B16Fe77Zr7,RMG,No Procesado,11
2530,B16Fe78Zr6,RMG,No Procesado,6
2531,B16Fe79Mo5,RMG,No Procesado,11
2532,B16Fe79Ni5,RMG,No Procesado,18
2533,B16Fe79P5,RMG,No Procesado,7
2534,B16Fe79V5,RMG,No Procesado,10
2535,B16Fe80.64Ti3.36,RMG,No Procesado,11
2536,B16Fe80Ho4,RMG,No Procesado,19
2537,B16Fe80P4,RMG,No Procesado,4
2538,B16Fe80Zr4,RMG,No Procesado,17
2539,B16Fe81La3,RMG,No Procesado,19
2540,B16Fe81Mn3,RMG,No Procesado,18
2541,B16Fe81Ni3,RMG,No Procesado,19
2542,B16Fe81P3,RMG,No Procesado,13
2543,B16Fe82Ho2,RMG,No Procesado,18
2544,B16Fe82Si2,RMG,No Procesado,4
2545,B16Fe83.2Ti0.8,RMG,No Procesado,18
2546,B16Fe83Mn1,RMG,No Procesado,18
2547,B16Fe83Ni1,RMG,No Procesado,7
2548,B16Fe83Si1,RMG,No Procesado,19
2549,B16Ni24Zr60,RMG,No Procesado,13
2550,B16Ni28Zr56,RMG,No Procesado,10
2551,B16Ni68Si16,CRA,No Procesado,20
2552,B16Ni72Si12,RMG,No Procesado,1
2553,B16Ni80Si4,CRA,No Procesado,10
2554,B17.5Co75Si7.5,RMG,No Procesado,8
2555,B17.5Cr25Fe57.5,RMG,No Procesado,20
2556,B17.5Fe21Ni61.5,RMG,No Procesado,5
2557,B17.5Fe41.5Ni41,RMG,No Procesado,17
2558,B17.5Fe61.875Nd20.625,RMG,No Procesado,20
2559,B17.5Fe66Nd16.5,RMG,No Procesado,16
2560,B17.5Fe67.5Si15,RMG,No Procesado,1
2561,B17.5Fe70.125Nd12.375,RMG,No Procesado,14
2562,B17.5Fe70Si12.5,RMG,No Procesado,10
2563,B17.5Fe72.5Si10,RMG,No Procesado,4
2564,B17.5Fe73Si9.5,RMG,No Procesado,5
2565,B17.5Fe74.25Nd8.25,RMG,No Procesado,17
2566,B17.5Fe75Si7.5,RMG,No Procesado,17
2567,B17.5Fe77.5Si5,RMG,No Procesado,18
2568,B17.5Fe78.375Nd4.125,RMG,No Procesado,8
2569,B17.5Fe80Si2.5,RMG,No Procesado,14
2570,B17.5Mo70Si12.5,RMG,No Procesado,7
2571,B17.5Ni75Si7.5,RMG,No Procesado,19
2572,B17.8Fe74.9Si7.3,RMG,No Procesado,6
2573,B17C16Ni67,CRA,No Procesado,11
2574,B17C3Fe80,RMG,No Procesado,10
2575,B17C5Fe78,RMG,No Procesado,1
2576,B17C8Ni75,CRA,No Procesado,12
2577,B17Co10Fe73,RMG,No Procesado,20
2578,B17Co11.5Fe71.5,RMG,No Procesado,15
2579,B17Co16.5Fe66.5,RMG,No Procesado,2
2580,B17Co19Fe64,RMG,No Procesado,20
2581,B17Co1Fe82,RMG,No Procesado,6
2582,B17Co22Fe61,RMG,No Procesado,6
2583,B17Co25Fe58,RMG,No Procesado,12
2584,B17Co2Fe81,RMG,No Procesado,15
2585,B17Co33Fe50,RMG,No Procesado,17
2586,B17Co3Fe80,RMG,No Procesado,16
2587,B17Co41.5Fe41.5,RMG,No Procesado,11
2588,B17Co4Fe79,RMG,No Procesado,20
2589,B17Co54Fe29,RMG,No Procesado,4
2590,B17Co62Fe21,RMG,No Procesado,19
2591,B17Co66.5Fe16.5,RMG,No Procesado,1
2592,B17Co6Fe77,RMG,No Procesado,4
2593,B17Co7.5Fe75.5,RMG,No Procesado,19
2594,B17Co75Fe8,RMG,No Procesado,5
2595,B17Co77Fe6,RMG,No Procesado,13
2596,B17Cr2.5Fe80.5,RMG,No Procesado,11
2597,B17Cu1.5Fe81.5,RMG,No Procesado,19
2598,B17Cu3Ni80,RMG,No Procesado,11
2599,B17Fe20Zr63,RMG,No Procesado,11
2600,B17Fe21Ni62,RMG,No Procesado,5
2601,B17Fe23Ni60,RMG,No Procesado,10
2602,B17Fe24Ni59,RMG,No Procesado,4
2603,B17Fe32.5Ni50.5,RMG,No Procesado,10
2604,B17Fe33Ni50,RMG,No Procesado,2
2605,B17Fe41Ni42,RMG,No Procesado,12
2606,B17Fe43Ni40,RMG,No Procesado,11
2607,B17Fe48Ni35,RMG,No Procesado,3
2608,B17Fe50Ni33,RMG,No Procesado,19
2609,B17Fe53Ni30,RMG,No Procesado,1
2610,B17Fe54Ni29,RMG,No Procesado,5
2611,B17Fe63Ni20,RMG,No Procesado,2
2612,B17Fe66.4Ni16.6,RMG,No Procesado,12
2613,B17Fe70Si13,RMG,No Procesado,19
2614,B17Fe73Ga10,RMG,No Procesado,11
2615,B17Fe73Ni10,RMG,No Procesado,17
2616,B17Fe75Ga8,RMG,No Procesado,18
2617,B17Fe75Zr8,RMG,No Procesado,4
2618,B17Fe77Ga6,RMG,No Procesado,10
2619,B17Fe77P6,RMG,No Procesado,16
2620,B17Fe78Zr5,RMG,No Procesado,18
2621,B17Fe79.5Si3.5,RMG,No Procesado,5
2622,B17Fe79Ga4,RMG,No Procesado,9
2623,B17Fe79P4,RMG,No Procesado,18
2624,B17Fe7Ni76,RMG,No Procesado,11
2625,B17Fe80.5Mn2.5,RMG,No Procesado,11
2626,B17Fe80.5Mo2.5,RMG,No Procesado,16
2627,B17Fe80.5Ni2.5,RMG,No Procesado,12
2628,B17Fe80.5W2.5,RMG,No Procesado,20
2629,B17Fe80Nb3,RMG,No Procesado,9
2630,B17Fe80Ni3,RMG,No Procesado,18
2631,B17Fe80P3,CRA,No Procesado,3
2632,B17Fe80Si3,RMG,No Procesado,18
2633,B17Fe80Zr3,RMG,No Procesado,10
2634,B17Fe81Ga2,RMG,No Procesado,14
2635,B17Fe82Si1,RMG,No Procesado,2
2636,B17Mo12.5Ni70.5,RMG,No Procesado,17
2637,B17Mo14.5Ni68.5,RMG,No Procesado,7
2638,B17Mo16.5Ni66.5,RMG,No Procesado,3
2639,B17Mo73Si10,RMG,No Procesado,20
2640,B17Mo75Si8,RMG,No Procesado,16
2641,B17Nb10Ni73,RMG,No Procesado,13
2642,B17Nb11.5Ni71.5,RMG,No Procesado,16
2643,B17Nb16.5Ni66.5,RMG,No Procesado,15
2644,B17Nb5Ni78,RMG,No Procesado,11
2645,B17Nb8Ni75,RMG,No Procesado,20
2646,B17Ni66.5W16.5,RMG,No Procesado,12
2647,B17Ni68.5W14.5,RMG,No Procesado,6
2648,B17Ni68Si15,RMG,No Procesado,7
2649,B17Ni69Si14,RMG,No Procesado,1
2650,B17Ni70.5W12.5,RMG,No Procesado,13
2651,B17Ni70Ta13,RMG,No Procesado,17
2652,B17Ni71Ta12,RMG,No Procesado,7
2653,B17Ni73Si10,RMG,No Procesado,3
2654,B17Ni73Ta10,RMG,No Procesado,8
2655,B17Ni73Zr10,RMG,No Procesado,2
2656,B17Ni75Si8,BMG,No Procesado,20
2657,B17Ni75W8,RMG,No Procesado,5
2658,B17Ni76Si7,RMG,No Procesado,4
2659,B17Ni78Zr5,RMG,No Procesado,6
2660,B17Ni80Si3,RMG,No Procesado,14
2661,B17Ni81.5P1.5,RMG,No Procesado,8
2662,B18.2Ni78Ti3.8,RMG,No Procesado,3
2663,B18.5Fe31.5Nd50,RMG,No Procesado,13
2664,B18.5Fe51.5Nd30,RMG,No Procesado,3
2665,B18.5Fe61.5Nd20,RMG,No Procesado,8
2666,B18.5Fe69.5Nd12,RMG,No Procesado,13
2667,B18.5Fe75.5Nd6,RMG,No Procesado,12
2668,B18.5Fe77Nd4.5,RMG,No Procesado,18
2669,B18.5Fe78.5Nd3,RMG,No Procesado,9
2670,B18C12Ni70,RMG,No Procesado,9
2671,B18C16Ni66,RMG,No Procesado,16
2672,B18C2Fe80,RMG,No Procesado,3
2673,B18C3Fe79,RMG,No Procesado,15
2674,B18C6Ni76,CRA,No Procesado,9
2675,B18Co66Ti16,RMG,No Procesado,5
2676,B18Co70Ti12,RMG,No Procesado,3
2677,B18Co74Ti8,RMG,No Procesado,18
2678,B18Co78Ti4,RMG,No Procesado,3
2679,B18Cr10Fe72,RMG,No Procesado,12
2680,B18Cr14Fe68,RMG,No Procesado,12
2681,B18Cr20Fe62,RMG,No Procesado,1
2682,B18Cr5Fe77,RMG,No Procesado,15
2683,B18Cu0.5Fe81.5,RMG,No Procesado,4
2684,B18Cu10Fe72,CRA,No Procesado,6
2685,B18Cu15Fe67,CRA,No Procesado,4
2686,B18Cu1Fe81,CRA,No Procesado,5
2687,B18Cu20Fe62,CRA,No Procesado,2
2688,B18Cu5Fe77,CRA,No Procesado,8
2689,B18Fe23Ni59,RMG,No Procesado,18
2690,B18Fe31.5Ni50.5,RMG,No Procesado,20
2691,B18Fe40Ni42,RMG,No Procesado,18
2692,B18Fe41Ni41,RMG,No Procesado,19
2693,B18Fe57Ni25,RMG,No Procesado,9
2694,B18Fe62Ni20,RMG,No Procesado,14
2695,B18Fe67Ni15,RMG,No Procesado,20
2696,B18Fe72Ni10,RMG,No Procesado,16
2697,B18Fe72Si10,RMG,No Procesado,7
2698,B18Fe77Ni5,RMG,No Procesado,9
2699,B18Fe78Si4,RMG,No Procesado,10
2700,B18Fe79P3,CRA,No Procesado,2
2701,B18Fe80Ge2,RMG,No Procesado,11
2702,B18Fe80P2,RMG,No Procesado,15
2703,B18Fe80Pd2,RMG,No Procesado,18
2704,B18Fe80Si2,RMG,No Procesado,9
2705,B18Fe80Zr2,RMG,No Procesado,20
2706,B18Ni76Si6,RMG,No Procesado,13
2707,B18Ni80P2,RMG,No Procesado,6
2708,B19.1Ni78.8Ti2.1,RMG,No Procesado,13
2709,B19.5Cr24.5Fe56,RMG,No Procesado,6
2710,B19.5Fe40.5Ni40,RMG,No Procesado,4
2711,B19Fe20.5Ni60.5,RMG,No Procesado,2
2712,B19Fe22Ni59,RMG,No Procesado,16
2713,B19Fe30.5Ni50.5,RMG,No Procesado,18
2714,B19Fe39Ni42,RMG,No Procesado,5
2715,B19Fe61Ni20,RMG,No Procesado,16
2716,B19Fe75P6,CRA,No Procesado,20
2717,B19Fe76Ni5,RMG,No Procesado,19
2718,B19Fe77Mn4,RMG,No Procesado,3
2719,B19Fe77Nd4,RMG,No Procesado,6
2720,B19Fe77P4,CRA,No Procesado,6
2721,B19Fe78Zr3,RMG,No Procesado,7
2722,B19Ni67Si14,CRA,No Procesado,15
2723,B1Cu20Zr79,CRA,No Procesado,17
2724,B1Cu30Zr69,RMG,No Procesado,12
2725,B1Cu40Zr59,RMG,No Procesado,3
2726,B1Cu50Zr49,RMG,No Procesado,16
2727,B1Cu60Zr39,RMG,No Procesado,1
2728,B1Cu70Zr29,RMG,No Procesado,6
2729,B1Cu75Zr24,CRA,No Procesado,16
2730,B1Fe90Zr9,RMG,No Procesado,12
2731,B1Fe92Zr7,RMG,No Procesado,16
2732,B2.3Fe83P14.7,RMG,No Procesado,11
2733,B2.5Cu20Zr77.5,RMG,No Procesado,17
2734,B2.5Cu25Zr72.5,RMG,No Procesado,4
2735,B2.5Cu30Zr67.5,RMG,No Procesado,18
2736,B2.5Cu35Zr62.5,RMG,No Procesado,10
2737,B2.5Cu40Zr57.5,RMG,No Procesado,10
2738,B2.5Cu45Zr52.5,RMG,No Procesado,4
2739,B2.5Cu50Zr47.5,RMG,No Procesado,19
2740,B2.5Cu55Zr42.5,RMG,No Procesado,9
2741,B2.5Cu60Zr37.5,RMG,No Procesado,18
2742,B2.5Cu65Zr32.5,RMG,No Procesado,4
2743,B2.5Cu70Zr27.5,RMG,No Procesado,1
2744,B2.5Cu75Zr22.5,CRA,No Procesado,13
2745,B2.5Cu80Zr17.5,RMG,No Procesado,14
2746,B2.5Fe92Zr5.5,RMG,No Procesado,16
2747,B20.5Fe59.5Ni20,RMG,No Procesado,12
2748,B20C12Co68,RMG,No Procesado,20
2749,B20C12Ni68,RMG,No Procesado,7
2750,B20C16Co64,RMG,No Procesado,7
2751,B20C16Ni64,RMG,No Procesado,2
2752,B20C20Co60,RMG,No Procesado,18
2753,B20C2Ni78,RMG,No Procesado,14
2754,B20C4Co76,RMG,No Procesado,18
2755,B20C6Ni74,CRA,No Procesado,11
2756,B20C8Co72,RMG,No Procesado,14
2757,B20C8Ni72,CRA,No Procesado,12
2758,B20Co10Fe70,RMG,No Procesado,12
2759,B20Co20Fe60,RMG,No Procesado,5
2760,B20Co20Mn60,RMG,No Procesado,5
2761,B20Co28.5Mn51.5,RMG,No Procesado,6
2762,B20Co30Cr50,RMG,No Procesado,16
2763,B20Co30Fe50,RMG,No Procesado,19
2764,B20Co32Mn48,RMG,No Procesado,4
2765,B20Co35Cr45,RMG,No Procesado,8
2766,B20Co36.5Mn43.5,RMG,No Procesado,20
2767,B20Co37Mn43,RMG,No Procesado,12
2768,B20Co40Cr40,RMG,No Procesado,4
2769,B20Co40Fe40,RMG,No Procesado,12
2770,B20Co40Mn40,RMG,No Procesado,15
2771,B20Co41.5Mn38.5,RMG,No Procesado,9
2772,B20Co44Mn36,RMG,No Procesado,19
2773,B20Co47.5Mn32.5,RMG,No Procesado,15
2774,B20Co48Mn32,RMG,No Procesado,3
2775,B20Co4Fe76,RMG,No Procesado,4
2776,B20Co50Cr30,RMG,No Procesado,12
2777,B20Co50Fe30,RMG,No Procesado,2
2778,B20Co52Mn28,RMG,No Procesado,5
2779,B20Co55Cr25,RMG,No Procesado,9
2780,B20Co56Mn24,RMG,No Procesado,6
2781,B20Co57Mn23,RMG,No Procesado,3
2782,B20Co5Fe75,RMG,No Procesado,7
2783,B20Co60Cr20,RMG,No Procesado,7
2784,B20Co60Fe20,RMG,No Procesado,16
2785,B20Co60Mn20,RMG,No Procesado,11
2786,B20Co60Si20,CRA,No Procesado,15
2787,B20Co62.5Si17.5,CRA,No Procesado,17
2788,B20Co64Mn16,RMG,No Procesado,1
2789,B20Co64Ti16,RMG,No Procesado,17
2790,B20Co65Cr15,RMG,No Procesado,16
2791,B20Co65Si15,RMG,No Procesado,8
2792,B20Co67.5Si12.5,RMG,No Procesado,13
2793,B20Co68Ti12,RMG,No Procesado,8
2794,B20Co70Cr10,RMG,No Procesado,8
2795,B20Co70Fe10,RMG,No Procesado,11
2796,B20Co70Si10,RMG,No Procesado,3
2797,B20Co70Zr10,RMG,No Procesado,17
2798,B20Co72.5Si7.5,RMG,No Procesado,16
2799,B20Co72Cr8,RMG,No Procesado,15
2800,B20Co72Mn8,RMG,No Procesado,12
2801,B20Co72Ti8,RMG,No Procesado,2
2802,B20Co74Fe6,RMG,No Procesado,20
2803,B20Co75Fe5,RMG,No Procesado,17
2804,B20Co75Si5,RMG,No Procesado,11
2805,B20Co76Ti4,RMG,No Procesado,11
2806,B20Cr10Fe70,RMG,No Procesado,12
2807,B20Cr10Ni70,RMG,No Procesado,15
2808,B20Cr15Fe65,RMG,No Procesado,2
2809,B20Cr1Fe79,RMG,No Procesado,2
2810,B20Cr2.5Fe77.5,RMG,No Procesado,4
2811,B20Cr20Fe60,RMG,No Procesado,6
2812,B20Cr20Ni60,RMG,No Procesado,14
2813,B20Cr25Fe55,RMG,No Procesado,15
2814,B20Cr25Ni55,RMG,No Procesado,18
2815,B20Cr30Fe50,RMG,No Procesado,14
2816,B20Cr30Ni50,RMG,No Procesado,6
2817,B20Cr35Fe45,RMG,No Procesado,5
2818,B20Cr40Fe40,RMG,No Procesado,17
2819,B20Cr4Fe76,RMG,No Procesado,13
2820,B20Cr5Fe75,RMG,No Procesado,2
2821,B20Cr6Fe74,RMG,No Procesado,4
2822,B20Cr8Fe72,RMG,No Procesado,15
2823,B20Cu0.5Fe79.5,RMG,No Procesado,1
2824,B20Cu10Fe70,CRA,No Procesado,4
2825,B20Cu1Fe79,CRA,No Procesado,5
2826,B20Cu5Fe75,CRA,No Procesado,6
2827,B20Fe15Ni65,RMG,No Procesado,16
2828,B20Fe19Zr61,RMG,No Procesado,12
2829,B20Fe20Ni60,RMG,No Procesado,3
2830,B20Fe21Ni59,RMG,No Procesado,7
2831,B20Fe29.5Ni50.5,RMG,No Procesado,18
2832,B20Fe30Ni50,RMG,No Procesado,7
2833,B20Fe35Ni45,RMG,No Procesado,6
2834,B20Fe38Ni42,RMG,No Procesado,9
2835,B20Fe40Ni40,RMG,No Procesado,10
2836,B20Fe50Ni30,RMG,No Procesado,14
2837,B20Fe60Mn20,RMG,No Procesado,4
2838,B20Fe60Ni20,RMG,No Procesado,3
2839,B20Fe62Mn18,RMG,No Procesado,11
2840,B20Fe64Mn16,RMG,No Procesado,15
2841,B20Fe65Si15,RMG,No Procesado,19
2842,B20Fe66Mn14,RMG,No Procesado,1
2843,B20Fe67.5Si12.5,RMG,No Procesado,7
2844,B20Fe67Si13,RMG,No Procesado,18
2845,B20Fe70Mn10,RMG,No Procesado,19
